1000,0.009816
2000,0.028903
3000,0.042700
4000,0.069949
5000,0.112819
6000,0.137729
7000,0.159305
8000,0.214980
9000,0.344921
10000,0.385064
11000,0.497469
12000,0.623253
13000,0.731986
14000,0.914493
15000,1.065813
16000,1.364262
17000,1.416957
18000,2.042899
19000,2.058848
20000,2.776892
21000,2.591433
22000,3.438509
23000,3.483014
24000,4.340607
25000,4.462329
26000,5.077641
27000,5.285983
28000,6.138738
29000,6.255008
