1000,0.029412
2000,0.023478
3000,0.042263
4000,0.048566
5000,0.044652
6000,0.065923
7000,0.071347
8000,0.064109
9000,0.087191
10000,0.090367
11000,0.077336
12000,0.116585
13000,0.095397
14000,0.104773
15000,0.114502
16000,0.096263
17000,0.139788
18000,0.158051
19000,0.144501
20000,0.111386
21000,0.121479
22000,0.146512
23000,0.179095
24000,0.156011
25000,0.164277
26000,0.195703
27000,0.193483
28000,0.168683
29000,0.167659
